taxonID	scientificName	parentNameUsageID	taxonRank
T111172	Macropodia straeleni	T106853	species
T111173	Crocidura obscurior	T105330	species
T111174	Brizalina subspinescens	T111175	species
T111177	Cyphostemma adenocaule	T103323	species
T111178	Hoplestigma pierreanum	T107750	species
T111179	Pennisetum trachyphyllum	T105635	species
T111180	Alpenus investigatorum	T109298	species
T111182	Barbus macrops	T102697	species
T111183	Liliasterites angularis	T110126	species
T111184	Hyperolius fusciventris	T103956	species
T111185	Chlorissa tanyptera	T111186	species
T111187	Afroligusticum winkleri	T105551	species
T111188	Dolicholagus longirostris	T111189	species
T111192	Heteropternis cheesmanae	T111193	species
T111194	Elapsoidea semiannulata	T111195	species
T111196	Lepidopus dubius	T111197	species
T111198	Lyonsiella abyssicola	T111199	species
T111200	Baccharoides guineensis	T103580	species
T111201	Cryptopsaras couesii	T111202	species
T111203	Ceratoscopelus townsendi	T111204	species
T111205	Prosopalpus saga	T111206	species
T111207	Eurythoe parvecarunculata	T111208	species
T111209	Atya scabra	T111210	species
T111212	Gobioides africanus	T108548	species
T111213	Capparis biloba	T104564	species
T111214	Tephrosia dasyphylla	T103302	species
T111215	Detocarcinus balssi	T111216	species
T111218	Ouratea sulcata	T102567	species
T111219	Sergia talismani	T106939	species
T111220	Discoaster obtusus	T100874	species
T111221	Porogadus miles	T111222	species
T111223	Vigna longifolia	T102080	species
T111224	Micronisus gabar	T111225	species
T111226	Phyllocosmus calothyrsus	T104479	species
T111227	Tranolithus gabalus	T106783	species
T111228	Macrobrachium macrobrachion	T109173	species
T111229	Bulbostylis metralis	T101440	species
T111230	Celaenorrhinus galenus	T108676	species
T111231	Frullania cordifolia	T105150	species
T111232	Gilbertiodendron ogoouense	T104281	species
T111233	Eretmapodites inornatus	T104940	species
T111234	Colocleora collenettei	T108769	species
T111235	Centroctena rutherfordi	T111236	species
T111237	Leptodontium pungens	T111238	species
T111239	Nymphaea rufescens	T101222	species
T111240	Parapandalus narval	T111241	species
T111243	Ixora delicatula	T103449	species
T111244	Bothus guibei	T100187	species
T111245	Combretum exellii	T102307	species
T111247	Braueriana fiorino	T111248	species
T111249	Thrasops occidentalis	T111250	species
T111251	Crematogaster kohli	T111252	species
T111253	Sarangesa bouvieri	T110816	species
T111254	Prediscosphaera honjoi	T106760	species
T111255	Vinciguerria lucetia	T101813	species
T111256	Bembrops cadenati	T100066	species
T111257	Aedes mucidus	T102108	species
T111258	Luidia alternata	T101712	species
T111259	Cypselurus comatus	T111260	species
T111261	Uncaria donisii	T102335	species
T111262	Sudanonautes africanus	T106764	species
T111263	Koeleria cristata	T111264	species
T111265	Leptonychia macrantha	T103038	species
T111266	Triplophyllum pilosissimum	T102577	species
T111267	Heckeldora angustifolia	T106190	species
T111268	Xiphophoridium alatum	T111269	species
T111270	Pentila pauli	T110989	species
T111271	Polygonum tomentosum	T104976	species
T111272	Uraspis heidi	T100008	species
T111273	Phrynetopsis thomensis	T111274	species
T111275	Grapsus grapsus	T111276	species
T111277	Corethron criophilum	T111278	species
T111281	Ebalia affinis	T111282	species
T111283	Guibourtia coleosperma	T103062	species
T111284	Triquetrorhabdulus milowii	T101026	species
T111285	Thorogobius rofeni	T100591	species
T111286	Polyalthia longifolia	T104328	species
T111287	Ichthyborus monodi	T111288	species
T111289	Munida benguela	T111290	species
T111291	Uranotaenia andreae	T102164	species
T111292	Odaxothrissa mento	T105637	species
T111293	Pecten keppelianus	T106968	species
T111294	Scleria induta	T101601	species
T111295	Cyperus soyauxii	T101290	species
T111296	Prioria buchholzii	T111297	species
T111298	Triplochiton scleroxylon	T111299	species
T111300	Epanaphe clarilla	T111301	species
T111303	Chrysichthys johnelsi	T102148	species
T111304	Zamarada indicata	T106814	species
T111305	Polyipnus laternatus	T101690	species
T111306	Calycobolus mayombensis	T104455	species
T111307	Hypleurochilus aequipinnis	T108316	species
T111308	Lampanyctus pseudoalatus	T111309	species
T111310	Mauligobius nigri	T111311	species
T111312	Sarcocephalus esculentus	T104311	species
T111313	Ageratina odoratum	T111314	species
T111315	Aphrocallistes beatrix	T111316	species
T111320	Felimare francoisae	T103384	species
T111321	Cassipourea schizocalyx	T102857	species
T111322	Scopula suda	T106431	species
T111323	Dromophis praeornatus	T106825	species
T111324	Nezumia africana	T100201	species
T111325	Acanthephyra carinata	T111326	species
T111327	Taractichthys longipinnis	T111328	species
T111329	Porcellanaster irregularis	T106613	species
T111330	Brachysomophis atlanticus	T111331	species
T111332	Melanagromyza principennis	T106562	species
T111333	Nauclea latifolius	T104324	species
T111334	Sergia japonicus	T106939	species
T111335	Macropodia spinulosa	T106853	species
T111336	Apaloderma vittatum	T110846	species
T111337	Zamarada corroborata	T106814	species
T111338	Cleome ciliata	T111339	species
T111340	Ortygospiza gabonensis	T111341	species
T111342	Strychnos zenkeri	T102396	species
T111343	Rhagodiscus angustus	T111344	species
T111346	Pollachius virens	T111347	species
T111348	Trichostachys microcarpa	T102222	species
T111349	Arthroleptis taeniatus	T103978	species
T111350	Acacia nilotica	T103940	species
T111351	Diodon maculatus	T100438	species
T111352	Trichomanes mannii	T101710	species
T111353	Soyauxia velutina	T108992	species
T111354	Acraea acerata	T103496	species
T111355	Macropipus rugosus	T111356	species
T111357	Scopula comes	T106431	species
T111358	Ceratitis connexa	T102708	species
T111359	Citropsis articulata	T102464	species
T111360	Talinum portulacifolium	T111361	species
T111363	Eugenia gabonensis	T102102	species
T111364	Cephalophus dorsalis	T110932	species
T111365	Hypolycaena dubia	T111366	species
T111367	Daniellia oliveri	T102684	species
T111368	Galeus melastomus	T100394	species
T111369	Microlophichthys microlophus	T111370	species
T111371	Pyrenacantha thomsoniana	T102171	species
T111372	Amphiblemma soyauxii	T103330	species
T111373	Hieraaetus wahlbergi	T108396	species
T111374	Cyclothone pallida	T106168	species
T111375	Apalis jacksoni	T102236	species
T111376	Balaenoptera edeni	T111377	species
T111378	Microdesmis pierlotiana	T102900	species
T111379	Bregmaceros atlanticus	T111380	species
T111382	Ficus repens	T101920	species
T111383	Anthene lunulata	T111384	species
T111385	Clytia gracilis	T111386	species
T111388	Othreis fullonia	T108925	species
T111389	Triglops murrayi	T111390	species
T111392	Sicydium bustamantaei	T101217	species
T111393	Utricularia foveolata	T102854	species
T111394	Brachytrita cervinaria	T111395	species
T111396	Millettia dinklagei	T104548	species
T111397	Thecacoris leptobotrya	T108171	species
T111398	Hylarana occidentalis	T111399	species
T111401	Coris atlantica	T100305	species
T111402	Octopus vulgaris	T111403	species
T111405	Lagonosticta rara	T111406	species
T111407	Dicranolepis soyauxii	T102439	species
T111408	Haliclona hogarthi	T106487	species
T111409	Brugmansia candida	T111410	species
T111411	Japonoconger africanus	T111412	species
T111413	Plagiochila flabellata	T105753	species
T111414	Astropecten africanus	T102024	species
T111415	Canthigaster rostrata	T104082	species
T111416	Anoplodactylus jungersi	T111417	species
T111418	Amphioplus aurensis	T106596	species
T111419	Monopterus boueti	T111420	species
T111422	Bebearia carshena	T109431	species
T111423	Cyclosorus interruptus	T102572	species
T111424	Meizodon regularis	T111425	species
T111426	Perulibatrachus elminensis	T111427	species
T111428	Mapania ferruginea	T105025	species
T111429	Gyna capucina	T109922	species
T111430	Pachybolus arboreus	T111431	species
T111434	Afrardisia staudtii	T108337	species
T111435	Pisa carinimana	T111436	species
T111437	Dasypeltis typus	T107414	species
T111438	Eunicella papillifera	T101968	species
T111439	Pseudosquilla ciliata	T111440	species
T111442	Frullania laceriloba	T105150	species
T111443	Zoysia matrella	T111444	species
T111445	Penopus macdonaldi	T111446	species
T111447	Arnoglossus blachei	T100135	species
T111449	Xanthorhoe heliopharia	T108731	species
T111450	Lepistemon owariensis	T105769	species
T111451	Aulostomus maculatus	T110406	species
T111452	Epinephelus esonue	T100090	species
T111453	Neptis troundi	T109058	species
T111454	Vernonia extensa	T110063	species
T111455	Cercopithecus nictitans	T102951	species
T111456	Ammothella longipes	T111457	species
T111458	Synsepalum fleuryanum	T102773	species
T111459	Biscutum constans	T111460	species
T111462	Malvaviscus arboreus	T111463	species
T111464	Dicliptera elliotii	T105241	species
T111465	Cyclonephelium vannophorum	T104908	species
T111466	Ceropegia johnsonii	T104618	species
T111467	Lychnodiscus cerospermus	T111468	species
T111469	Sudanonautes floweri	T106764	species
T111470	Pseudohydrosme buettneri	T111471	species
T111472	Lumbrineris fragilis	T108567	species
T111473	Nectarinia cyanolaema	T102234	species
T111474	Dryopteris glandulosopaleata	T104424	species
T111475	Champia parvula	T111476	species
T111478	Gelidium crinale	T111479	species
T111480	Oxya hyla	T111481	species
T111482	Bacopa monniera	T101186	species
T111483	Schoenoplectiella aureiglumis	T107800	species
T111484	Habenaria physuriformis	T102532	species
T111485	Pierrina zenkeri	T111486	species
T111487	Platyberyx andriashevi	T107072	species
T111488	Cisticola eximius	T100928	species
T111489	Schiffneriolejeunea molleri	T111490	species
T111491	Pareutropius buffei	T103518	species
T111492	Dardanus arrosor	T111493	species
T111494	Heinsia myrmoecia	T100979	species
T111495	Cissus amoena	T102433	species
T111496	Ampelocissus gracilipes	T104036	species
T111497	Uvaria anonoides	T102274	species
T111498	Aerangis gracillima	T106279	species
T111499	Dactylurina staudingeri	T111500	species
T111501	Entada africana	T101461	species
T111502	Spondylus senegalensis	T111503	species
T111506	Xylopia elliotii	T102880	species
T111507	Hymenocoleus hirsuta	T106015	species
T111508	Psychotria ombrophila	T102344	species
T111509	Micralestes pabrensis	T103926	species
T111510	Puffinus puffinus	T108702	species
T111511	Amorphophallus baumannii	T102749	species
T111512	Psychotria konguensis	T102344	species
T111513	Letheobia newtoni	T111514	species
T111515	Gymnanthemum senegalensis	T104111	species
T111516	Microdinium densigranulatum	T111517	species
T111519	Martinottiella communis	T111520	species
T111521	Palaeoperidinium cretaceum	T111522	species
T111523	Ocellularia terebrata	T106482	species
T111524	Platostoma denticulatum	T111525	species
T111526	Elaphoglossum deckenii	T102929	species
T111527	Miralda temperata	T111528	species
T111529	Gorilla gorilla	T111530	species
T111531	Lactobacillus fermentum	T107661	species
T111532	Breynia disticha	T108080	species
T111533	Glaphyrocysta divaricata	T108981	species
T111534	Usnea acanthera	T109177	species
T111535	Tetramorium setigerum	T103473	species
T111536	Warneckea guineensis	T102637	species
T111537	Distichodus sexfasciatus	T105502	species
T111538	Aparallactus lunulatus	T111539	species
T111540	Centrapalus senegalensis	T111541	species
T111542	Aponogeton subconjugatus	T111543	species
T111545	Stenandriopsis thomensis	T111546	species
T111547	Psychotria principensis	T102344	species
T111548	Micralestes acutidens	T103926	species
T111549	Stanfieldiella brachycarpa	T105666	species
T111550	Onuphis rullieriana	T111551	species
T111552	Drillia pyramidata	T106362	species
T111553	Momordica gabonii	T103854	species
T111554	Dioscorea esculenta	T102359	species
T111555	Crotalaria recta	T102587	species
T111556	Callistemon salignus	T108037	species
T111557	Echinolittorina miliaris	T109195	species
T111558	Polygala micrantha	T103845	species
T111559	Renealmia costaricensis	T103336	species
T111560	Neritina cristata	T104644	species
T111561	Monoplex parthenopeum	T109822	species
T111562	Shirakiopsis ellipticum	T104242	species
T111563	Acraea peneleos	T103496	species
T111564	Ampelocissus bombycina	T104036	species
T111565	Memecylon dasyanthum	T104439	species
T111566	Chassalia pleuroneura	T102674	species
T111567	Carlarius heudeloti	T100458	species
T111568	Sabicea orientalis	T103141	species
T111569	Rhizoclonium implexum	T104255	species
T111570	Liesbergia abdounensis	T111571	species
T111572	Nymphaea guineensis	T101222	species
T111573	Schilbe niloticus	T102882	species
T111574	Terminalia australis	T101118	species
T111575	Selaginella thomensis	T103820	species
T111576	Sphenolithus elongatus	T100824	species
T111577	Axestotrigona erythra	T111578	species
T111579	Pontella securifer	T111580	species
T111581	Crotalaria mucronata	T102587	species
T111582	Utricularia arenaria	T102854	species
T111583	Allophylus grandifolius	T104376	species
T111584	Odontonema strictum	T104836	species
T111585	Erpetoichthys calabarica	T104448	species
T111586	Epiclopus lendliana	T111587	species
T111588	Pediobius clinognathus	T107549	species
T111589	Ochna thomasiana	T104961	species
T111590	Arvicanthis niloticus	T111591	species
T111592	Leptoderris glabrata	T104416	species
T111593	Beilschmiedia hutchinsoniana	T104587	species
T111594	Zonaria pyrum	T105577	species
T111595	Salacia leptoclada	T101403	species
T111596	Bathycolpodes explanata	T107048	species
T111597	Rinorea uniflora	T102592	species
T111598	Sibylla limbata	T111599	species
T111601	Watinoceras reesidei	T111602	species
T111604	Nodosarella tuberosa	T111605	species
T111606	Arius parkii	T104585	species
T111607	Sclerocroton cornutum	T111608	species
T111609	Racotis zebrina	T109975	species
T111610	Atractaspis microlepidota	T111611	species
T111613	Anoplogaster brachycera	T105275	species
T111614	Ceratrichia phocion	T111615	species
T111616	Crotonogyne impedita	T102169	species
T111617	Ficus vogelii	T101920	species
T111618	Begonia erectocaulis	T102393	species
T111619	Bursa corrugata	T111620	species
T111622	Hemidactylus eniangii	T107466	species
T111623	Striga forbesii	T102140	species
T111624	Maranta arundinacea	T111625	species
T111626	Euphorbia lactea	T101537	species
T111627	Quassia undulata	T102481	species
T111628	Urospatha wurdackii	T111629	species
T111630	Hugonia afzelii	T103179	species
T111631	Hypokopelates viridis	T111632	species
T111633	Bulbophyllum fuscum	T101764	species
T111634	Garcinia obliqua	T103875	species
T111635	Agelaea pilosa	T105061	species
T111636	Helicosphaera lophota	T100858	species
T111637	Dalbergia setifera	T103401	species
T111638	Pycreus testui	T104980	species
T111639	Acalypha boehmerioides	T105002	species
T111640	Cymbopogon giganteus	T106170	species
T111641	Anthocleista micrantha	T104490	species
T111642	Syracosphaera nodosa	T101315	species
T111643	Varanus exanthematicus	T106714	species
T111644	Cola laurifolia	T103182	species
T111645	Baracidris sitra	T111646	species
T111647	Dalbergia pachycarpa	T103401	species
T111648	Stapelia nobilis	T111649	species
T111650	Campylospermum monticola	T102859	species
T111651	Solanum verbascifolium	T102004	species
T111652	Polystachya leonensis	T102839	species
T111653	Cucumis maderaspatana	T104353	species
T111654	Aphania senegalensis	T111655	species
T111656	Asterocladon rhodochortonoides	T111657	species
T111659	Pachira aquatica	T108711	species
T111660	Dioscorea quartiniana	T102359	species
T111661	Dracaena kupensis	T102151	species
T111662	Pandanus parvicentralis	T105517	species
T111663	Ancistrorhynchus clandestinus	T103017	species
T111664	Gaertnera fissistipula	T105432	species
T111665	Alectra glandulosa	T101951	species
T111666	Ixora tenuis	T103449	species
T111667	Dioscorea hirtiflora	T102359	species
T111668	Polemon gabonensis	T111669	species
T111670	Microgramma reptans	T101729	species
T111671	Natica rubromaculata	T109853	species
T111672	Microcos coriacea	T105046	species
T111673	Cymatium parthenopeum	T111674	species
T111675	Rhizoclonium riparium	T104255	species
T111676	Saritaea magnifica	T111677	species
T111678	Englerina micrantherus	T107968	species
T111679	Cystammina galeata	T107029	species
T111680	Polystachya mystacioides	T102839	species
T111681	Liptena catalina	T111682	species
T111683	Acalypha amentacea	T105002	species
T111684	Plagiochila terebrans	T105753	species
T111685	Pteris prolifera	T102757	species
T111686	Sphaerocoryne gracilis	T111687	species
T111688	Tricalysia vignei	T104546	species
T111689	Kribia nana	T111690	species
T111691	Stylosanthes guianensis	T107003	species
T111692	Halitrephes valdiviae	T111693	species
T111695	Borostomias macristius	T101652	species
T111696	Physacanthus cylindricus	T104268	species
T111697	Platysiphonia miniata	T111698	species
T111700	Duvernoia orbicularis	T105978	species
T111701	Selaginella goudotiana	T103820	species
T111702	Sterculia bequaertii	T103045	species
T111703	Scalpellum scalpellum	T111704	species
T111705	Metaphycus portoricensis	T111706	species
T111707	Spermacoce paludosa	T102805	species
T111708	Acacia scorpioides	T103940	species
T111709	Collix psephena	T111710	species
T111711	Guarea glabra	T105655	species
T111712	Prosymna meleagris	T111713	species
T111714	Cola cecidiifolia	T103182	species
T111715	Hemidactylus echinus	T107466	species
T111716	Memecylon diluviorum	T104439	species
T111717	Cyphostemma cymosa	T103323	species
T111718	Rhynchosia debilis	T103041	species
T111719	Psydrax manensis	T105219	species
T111720	Scotopelia bouvieri	T111721	species
T111722	Theobroma grandiflorum	T108729	species
T111723	Graphiurus crassicaudatus	T111724	species
T111726	Kinixys erosa	T104838	species
T111727	Ritchiea polypetala	T102628	species
T111728	Barbus sublineatus	T102697	species
T111729	Pinus caribaea	T111730	species
T111732	Dentalina cooperensis	T104514	species
T111733	Sabicea schaeferi	T103141	species
T111734	Bulbostylis cardiocarpoides	T101440	species
T111735	Angraecopsis cryptantha	T106277	species
T111736	Polystachya gabonensis	T102839	species
T111737	Strumigenys dyshaula	T105246	species
T111738	Cinchona pubescens	T109843	species
T111739	Gardenia cunliffae	T105079	species
T111740	Piptostigma longepilosum	T102342	species
T111741	Bostrychia tenella	T103675	species
T111742	Cryptosepalum tetraphyllum	T111743	species
T111744	Filigorgia sanguinolenta	T103585	species
T111745	Afzelia pachyloba	T105376	species
T111746	Aframomum kayserianum	T103317	species
T111747	Rutidea nigerica	T102551	species
T111748	Phragmanthera kamerunensis	T102258	species
T111749	Jacquinia aculeata	T111750	species
T111751	Macrotyloma biflorum	T110958	species
T111752	Thyrsacanthus strictum	T111753	species
T111754	Atractaspis corpulenta	T111611	species
T111755	Hipposideros gigas	T104007	species
T111756	Senna floribunda	T103304	species
T111757	Campylostemon angolense	T107595	species
T111758	Cyrtacanthacris tatarica	T111759	species
T111760	Swertia clarenceana	T111761	species
T111762	Cola crispiflora	T103182	species
T111763	Diaulula golaia	T111764	species
T111766	Asplenium adamsii	T101301	species
T111767	Asterosmilia marchadi	T111768	species
T111769	Tridactyle armeniaca	T102716	species
T111770	Mobula coilloti	T110707	species
T111771	Eleocharis atropurpurea	T101407	species
T111772	Trichomanes ballardianum	T101710	species
T111773	Trichomanes borbonicum	T101710	species
T111774	Scleria lithosperma	T101601	species
T111775	Physedra longipes	T111776	species
T111777	Voacanga diplochlamys	T105888	species
T111778	Tritaxis conica	T111779	species
T111780	Angraecopsis elliptica	T106277	species
T111781	Monanthotaxis bokoli	T103172	species
T111782	Gardenia erubescens	T105079	species
T111783	Sanchezia parvibracteata	T105565	species
T111784	Mareya acuminata	T111785	species
T111786	Discoclaoxylon pedicellare	T111787	species
T111788	Carludovica palmata	T111789	species
T111791	Melonis zaandamae	T101472	species
T111792	Scrippsiella regalis	T111793	species
T111794	Crotalaria doniana	T102587	species
T111795	Aedes simpsoni	T102108	species
T111796	Embelia mildbraedii	T102624	species
T111797	Byttneria catalpifolia	T111798	species
T111799	Xerus erythropus	T111800	species
T111801	Polystachya bancoensis	T102839	species
T111802	Acanthospermum brasilum	T101865	species
T111803	Anomalinoides semicribrata	T111804	species
T111805	Dapsilidinium laminaspinosum	T111806	species
T111807	Aframomum alboviolaceum	T103317	species
T111808	Pavonia kilimandscharica	T111809	species
T111810	Lycophidion nigromaculatum	T109636	species
T111811	Chlorophytum gallabatense	T105659	species
T111812	Rubus rigidus	T111813	species
T111814	Clitoria cajanifolia	T104887	species
T111815	Asplenium stuhlmannii	T101301	species
T111816	Dichapetalum subauriculatum	T102224	species
T111817	Dacus fuscovitttatus	T103603	species
T111818	Bignonia unguiscati	T111819	species
T111820	Thunbergia chrysops	T105671	species
T111821	Dorstenia kameruniana	T102987	species
T111822	Striga gesnerioides	T102140	species
T111823	Spiniferites hyalospinosus	T101107	species
T111824	Oolina apiopleura	T111825	species
T111826	Triplophyllum buchholzii	T102577	species
T111827	Caelostomus burgeoni	T111828	species
T111830	Brachiaria serrata	T102327	species
T111831	Neoleanira tetragona	T111832	species
T111834	Synarmadillo globus	T111835	species
T111836	Ficus bubu	T101920	species
T111837	Delilia biflora	T111838	species
T111839	Synsepalum tsounkpe	T102773	species
T111840	Calliandra falcata	T111841	species
T111842	Muricopsis testorii	T110593	species
T111843	Albizia altissima	T102666	species
T111844	Alcyonium bocagei	T111845	species
T111847	Leptochloa uniflora	T103685	species
T111848	Psychotria camerunensis	T102344	species
T111849	Adenopodia scelerata	T111850	species
T111851	Campylospermum glaberrima	T102859	species
T111852	Thelotrema porinoides	T111853	species
T111854	Combretum insulare	T102307	species
T111855	Xenophora crispa	T108766	species
T111856	Oeceoclades saundersiana	T108130	species
T111857	Eugenia kalbreyeri	T102102	species
T111858	Ceropegia sankuruensis	T104618	species
T111859	Euriphene amicia	T106299	species
T111860	Chassalia hiernii	T102674	species
T111861	Anthene sylvanus	T111384	species
T111862	Psychotria kitsonii	T102344	species
T111863	Lophorrhachia insulsa	T109151	species
T111864	Xylocopa scioensis	T104789	species
T111865	Fabronia bizotii	T111866	species
T111867	Psidium cattleyanum	T102191	species
T111868	Vigna maranguensis	T102080	species
T111869	Oncocalamus wrightianus	T105404	species
T111870	Cisticola aberrans	T100928	species
T111871	Paspalidium geminatum	T111872	species
T111873	Munida affinis	T111290	species
T111874	Parinari hypochrysea	T102364	species
T111875	Dicranolepis polygaloides	T102439	species
T111876	Angraecopsis ischnopus	T106277	species
T111877	Elygea materna	T111878	species
T111879	Brachystelma parviflorum	T111016	species
T111880	Andropogon pseudapricus	T104518	species
T111881	Campylospermum oliveri	T102859	species
T111882	Dendromus oreas	T111883	species
T111884	Zapoteca portoricensis	T111885	species
T111886	Ficus preussii	T101920	species
T111887	Telfairia batesii	T111888	species
T111889	Amphiblemma ciliatum	T103330	species
T111890	Ottochloa arnottiana	T111891	species
T111892	Nesogordonia papaverifera	T111893	species
T111894	Blumea viscosa	T101851	species
T111895	Pennisetum uniseta	T105635	species
T111896	Atractaspis dahomeyensis	T111611	species
T111897	Scotoplanes globosa	T111898	species
T111899	Habenaria filicornis	T102532	species
T111900	Chlamydocola chlamydantba	T111901	species
T111902	Barleria villosa	T103840	species
T111903	Craterispermum schweinfurthii	T102695	species
T111904	Sabicea carbunica	T103141	species
T111905	Parapolystichum vogelii	T105042	species
T111906	Micropoma niloticum	T111907	species
T111908	Hippocratea clematoides	T103864	species
T111909	Bicyclus madetes	T109416	species
T111910	Elaphoglossum conforme	T102929	species
T111911	Allanblackia gabonensis	T110203	species
T111912	Cyrtorchis sedeni	T105515	species
T111913	Warneckea fascicularis	T102637	species
T111914	Psychotria piolampra	T102344	species
T111915	Erythrina corallodendrum	T102520	species
T111916	Warneckea sapinii	T102637	species
T111917	Fissurella nubecula	T111918	species
T111920	Keetia cornelia	T103187	species
T111921	Aplysina aerophoba	T111922	species
T111925	Vanhoeffenella gaussi	T111926	species
T111928	Clavatula lelieuri	T108833	species
T111929	Chirista compta	T111930	species
T111931	Luxiaria manengouba	T111932	species
T111933	Polyrhachis schistacea	T105884	species
T111934	Hyparrhenia smithiana	T105778	species
T111935	Cissampelos hirta	T111936	species
T111937	Lamprophis fuliginosus	T109101	species
T111938	Turraeanthus mannii	T108086	species
T111939	Sophora violacea	T103490	species
T111940	Cercopithecus campbelli	T102951	species
T111941	Scotophilus nucella	T103711	species
T111942	Friesodielsia velutina	T102530	species
T111943	Geotrypetes seraphini	T111944	species
T111947	Crepidomanes chevalieri	T104792	species
T111948	Cymbula nigra	T111949	species
T111951	Asplenium monanthes	T101301	species
T111952	Archilejeunea africana	T111953	species
T111954	Lejeunea anisophylla	T103798	species
T111955	Chloris inflata	T101633	species
T111956	Rhynchospora rugosa	T101675	species
T111957	Modecca mannii	T111958	species
T111959	Michaelus hewitsoni	T111960	species
T111961	Englerophytum kouloungense	T105537	species
T111962	Napoleonaea leonensis	T106988	species
T111963	Charaxes etheocles	T102729	species
T111964	Alafia grandis	T103627	species
T111965	Bikinia media	T102136	species
T111966	Pseudolycopodiella carolinianum	T109806	species
T111967	Tetracera leiocarpa	T103451	species
T111968	Adenia dinklagei	T103815	species
T111969	Pluvialis dominica	T101438	species
T111970	Burmannia hexaptera	T111971	species
T111972	Nuttallides truempyi	T111973	species
T111975	Inhambanella guereensis	T111976	species
T111977	Ivindomyrus marchei	T111978	species
T111979	Stachytarpheta mutabilis	T102501	species
T111980	Diospyros longiflora	T102598	species
T111981	Gelidium pusillum	T111479	species
T111982	Mangelia digressa	T107823	species
T111983	Barbus trispilus	T102697	species
T111984	Linzia purpurea	T103300	species
T111985	Bertiera batesii	T108099	species
T111986	Racotis squalida	T109975	species
T111987	Jateorhiza strigosa	T111988	species
T111989	Hibiscus scotellii	T103047	species
T111990	Didymoglossum ballardianum	T101698	species
T111991	Microcoelia macrorhynchia	T111992	species
T111993	Calyptraea chinensis	T111994	species
T111996	Senna galegifolia	T103304	species
T111997	Ledella modesta	T102721	species
T111998	Acraea parrhasia	T103496	species
T111999	Ruellia togoensis	T112000	species
T112001	Tuxentius caraena	T112002	species
T112003	Striphnopteryx edulis	T112004	species
T112006	Quinqueloculina venusta	T112007	species
T112008	Selaginella molleri	T103820	species
T112009	Eriocaulon abyssinicum	T106964	species
T112010	Whitfieldia preussii	T112011	species
T112012	Erica silvatica	T105568	species
T112013	Siphonaria pectinata	T112014	species
T112016	Asystasia buettneri	T103253	species
T112017	Pauridiantha multiflora	T102959	species
T112018	Chiasmia albivia	T112019	species
T112020	Charaxes bipunctatus	T102729	species
T112021	Habenaria anaphysema	T102532	species
T112022	Turritella wareni	T112023	species
T112025	Mysia marchali	T112026	species
T112028	Biophytum umbraculum	T110573	species
T112029	Philantomba maxwellii	T112030	species
T112031	Uvaria sofa	T102274	species
T112032	Acalypha segetalis	T105002	species
T112033	Ischiomysis telmatactiphila	T112034	species
T112037	Aedes ochraceus	T102108	species
T112038	Melanthera brownei	T112039	species
T112040	Discorhabdus ignotus	T112041	species
T112042	Hamilcoa zenkeri	T112043	species
T112044	Chiasmolithus expansus	T103607	species
T112045	Stomatorbina concentrica	T112046	species
T112048	Accipiter minullus	T102413	species
T112049	Amorphophallus hetterscheidii	T102749	species
T112050	Culcasia liberica	T103423	species
T112051	Pycreus fallaciosus	T104980	species
T112052	Temnora spiritus	T105340	species
T112053	Vitex phaeotricha	T104133	species
T112054	Hapalosiphon fontinalis	T112055	species
T112058	Semicassis saburon	T112059	species
T112060	Neptis metella	T109058	species
T112061	Acalypha neptunica	T105002	species
T112062	Atractaspis micropholis	T111611	species
T112063	Cyperus tuberosus	T101290	species
T112064	Lycophidion irroratum	T109636	species
T112065	Rhipidarctia lutea	T108638	species
T112066	Nettastoma melanura	T100765	species
T112068	Solanum gilo	T102004	species
T112069	Brunnichia africana	T112070	species
T112071	Crepidomanes minutum	T104792	species
T112072	Eucalyptus rostrata	T112073	species
T112074	Cedrela mexicana	T104465	species
T112075	Tapinanthus globifer	T102181	species
T112076	Plagiocladus diandrus	T112077	species
T112078	Eriocaulon cinereum	T106964	species
T112079	Thevetia thevetia	T112080	species
T112081	Melaniparus albiventris	T112082	species
T112084	Burmannia liberica	T111971	species
T112085	Melpomene flabelliformis	T112086	species
T112087	Acalypha ornata	T105002	species
T112088	Nymphaea micrantha	T101222	species
T112089	Rhipidoglossum laxiflora	T106257	species
T112090	Heliolithus cantabriae	T106757	species
T112091	Brachycythara atlantidea	T112092	species
T112094	Oligosphaeridium porosum	T104418	species
T112095	Pavetta genipifolia	T103194	species
T112096	Strumigenys simoni	T105246	species
T112097	Euphaedra medon	T104109	species
T112098	Ravenala madagascariensis	T112099	species
T112101	Indicator minor	T103246	species
T112102	Fissurina alveolata	T103662	species
T112103	Strophanthus congoensis	T102242	species
T112104	Polystachya superposita	T102839	species
T112105	Cyperus microcephala	T101290	species
T112106	Andropadus gracilis	T105337	species
T112107	Eugenia obanensis	T102102	species
T112108	Sauromatum venosum	T112109	species
T112110	Cyperus digitatus	T101290	species
T112111	Fusinus caparti	T105984	species
T112112	Xylocopa olivacea	T104789	species
T112113	Cochlidium serrulatum	T112114	species
T112115	Pavetta viridiloba	T103194	species
T112116	Dracaena nyangensis	T102151	species
T112117	Chiphragmalithus acanthodes	T112118	species
T112119	Culex ochraceus	T102197	species
T112120	Ipomoea argentaurata	T105354	species
T112121	Dracaena cristula	T102151	species
