taxonID	scientificName	parentNameUsageID	taxonRank
T112122	Ocellularia leucomelanum	T106482	species
T112123	Landolphia bruneelii	T102678	species
T112124	Baissea breviloba	T102195	species
T112125	Heliolithus kleinpellii	T106757	species
T112126	Piptostigma fasciculata	T102342	species
T112127	Argyropelecus olfersi	T101361	species
T112128	Anubias pynaertii	T107259	species
T112129	Barleria lupulina	T103840	species
T112130	Discoaster icarus	T100874	species
T112131	Rinorea batesii	T102592	species
T112132	Biophytum talbotii	T110573	species
T112133	Graphiurus nagtglasii	T111724	species
T112135	Orestias micrantha	T110971	species
T112136	Coffea mayombensis	T102561	species
T112137	Alcedo semitorquata	T101682	species
T112138	Sesbania sudanica	T105049	species
T112139	Dragmacidon lunaecharta	T112140	species
T112143	Caulerpa sertularioides	T103325	species
T112144	Bebearia barce	T109431	species
T112145	Peddiea fischeri	T107918	species
T112146	Dictyophleba stipulosa	T103232	species
T112147	Oxylides faunus	T112148	species
T112149	Allophylus hallaei	T104376	species
T112150	Radula boryana	T105818	species
T112151	Digitaria seminuda	T104421	species
T112152	Rinorea yaundensis	T102592	species
T112153	Psychotria rhizomatosa	T102344	species
T112154	Ephyrina ombango	T112155	species
T112156	Cleome afrospina	T111339	species
T112157	Dipsadoboa viridis	T110749	species
T112158	Angraecum infundibulare	T103550	species
T112159	Homalium molle	T103009	species
T112160	Zygodiscus herlynii	T112161	species
T112162	Lepidaploa moaensis	T112163	species
T112164	Rinorea microdon	T102592	species
T112165	Nephrolepis tuberosa	T109381	species
T112166	Trichosteleum subrhinophyllum	T112167	species
T112169	Rinorea gabonensis	T102592	species
T112170	Mecardonia procumbens	T112171	species
T112172	Eleocharis variegata	T101407	species
T112173	Laevidentalina subsoluta	T104308	species
T112174	Lebruniodendron leptanthum	T112175	species
T112176	Cyperus procerus	T101290	species
T112177	Glomospira glomerata	T101087	species
T112178	Pierreodendron africanum	T112179	species
T112180	Trifolium baccarinii	T102569	species
T112181	Arthroleptis sylvatica	T103978	species
T112182	Parapolystichum barterianum	T105042	species
T112183	Hilliardiella smithiana	T112184	species
T112185	Passiflora coccinea	T112186	species
T112187	Florentinia ferox	T106010	species
T112188	Sansevieria guineensis	T104986	species
T112189	Scleria lacustris	T101601	species
T112190	Acraea pharsalus	T103496	species
T112191	Enteromorpha torta	T112192	species
T112193	Synaphobranchus kaupi	T107134	species
T112194	Lycopodiella caroliniana	T101250	species
T112195	Rhipidoglossum cuneata	T106257	species
T112196	Crudia senegalensis	T106936	species
T112197	Angylocalyx pynaertii	T107382	species
T112198	Chrysophyllum africana	T103644	species
T112199	Cololejeunea africana	T112200	species
T112201	Riccardia amazonica	T105371	species
T112202	Aparallactus modestus	T111539	species
T112203	Oxystigma buchholzii	T102240	species
T112204	Tetraponera latifrons	T104904	species
T112205	Pentadesma leptonema	T112206	species
T112207	Hypolytrum africanum	T103334	species
T112208	Polystachya monolenis	T102839	species
T112209	Dracaena phanerophlebia	T102151	species
T112210	Mactrinula reevesi	T112211	species
T112213	Santalodes afzelii	T112214	species
T112215	Chaceon maritae	T112216	species
T112217	Ariadne enotrea	T112218	species
T112219	Xiphopteris flabelliformis	T108185	species
T112220	Mischogyne elliotianum	T112221	species
T112222	Agelaea poggeana	T105061	species
T112223	Staudtia stipitata	T102713	species
T112224	Calothrix pilosa	T108896	species
T112225	Celtis integrifolia	T101722	species
T112226	Bathylagichthys greyae	T112227	species
T112228	Babelomurex bernardi	T112229	species
T112230	Nephrolepis davallioides	T109381	species
T112231	Dacryodes igaganga	T104500	species
T112232	Coelocaryon botryoides	T105604	species
T112233	Adenia cynanchifolia	T103815	species
T112234	Thelypteris afra	T104002	species
T112235	Platycerium angolense	T112236	species
T112237	Sida glomerata	T103174	species
T112238	Andropogon pusillus	T104518	species
T112239	Eulophia buettneri	T103155	species
T112240	Turritella bicingulata	T112023	species
T112241	Amaryllis mostertii	T112242	species
T112243	Antopetitia coriandrinus	T105531	species
T112244	Calyptomyrmex barak	T108864	species
T112245	Porcellana longicornis	T112246	species
T112248	Cnestis dinklagei	T104202	species
T112249	Lamprophis olivaceus	T109101	species
T112250	Broinsonia dentata	T112251	species
T112252	Fissidens sigmocarpus	T109032	species
T112253	Rourea calophylloides	T101235	species
T112254	Gymnobela camerunensis	T112255	species
T112256	Fillaeopsis discophora	T112257	species
T112258	Ficus mallotoides	T101920	species
T112259	Corythaixoides leucogaster	T112260	species
T112261	Pediobius modestus	T107549	species
T112262	Aparallactus lineatus	T111539	species
T112263	Albizia ferruginea	T102666	species
T112264	Phlyctimantis boulengeri	T102869	species
T112265	Dasylepis brevipedicellata	T105800	species
T112266	Megastomia gilsoni	T112267	species
T112268	Echinolittorina punctata	T109195	species
T112269	Amegilla albocaudata	T109915	species
T112270	Cissus planchoniana	T102433	species
T112271	Justicia orbicularis	T103123	species
T112272	Rothmannia lujae	T103139	species
T112273	Pleurostomella naranjoensis	T112274	species
T112276	Telescopus variegatus	T112277	species
T112278	Grewia barombiensis	T102921	species
T112279	Carapa microcarpa	T103080	species
T112280	Pelusios niger	T112281	species
T112283	Terminalia randii	T101118	species
T112284	Ancistrocladus congolensis	T104252	species
T112285	Pandanus abbiwii	T105517	species
T112286	Herpestes sanguineus	T112287	species
T112288	Plagiochila rotundifolia	T105753	species
T112289	Bolusiella talbotii	T108893	species
T112290	Albizia procera	T102666	species
T112291	Thrasops flavigularis	T111250	species
T112292	Ardisia schlechteri	T105739	species
T112293	Polemon barthii	T111669	species
T112294	Asplenium serratum	T101301	species
T112295	Paraciura perpicillaris	T112296	species
T112297	Beilschmiedia mannioides	T104587	species
T112298	Corchorus acutangulus	T101739	species
T112299	Digitaria thouaresiana	T104421	species
T112300	Afropteris repens	T112301	species
T112302	Corbula gibba	T112303	species
T112305	Anomocora marchadi	T112306	species
T112307	Malpighia glabra	T112308	species
T112309	Centrapalus galamensis	T111541	species
T112310	Paspalum commersonii	T101623	species
T112311	Ipomoea carnea	T105354	species
T112312	Erythrococca mannii	T102154	species
T112313	Kamerunoceras eschii	T112314	species
T112315	Irvingia smithii	T106423	species
T112316	Schizachyrium exile	T103520	species
T112317	Polystachya golungensis	T102839	species
T112318	Polysphaeria arbuscula	T112319	species
T112320	Ledella ultima	T102721	species
T112321	Molineria capitulata	T112322	species
T112323	Chrysanthellum americanum	T112324	species
T112325	Cardiocardita gabonensis	T112326	species
T112327	Rhabdophyllum welwitschi	T103082	species
T112328	Camoensia scandens	T107234	species
T112329	Harrisonia abyssinica	T112330	species
T112331	Gynerium saccharoides	T112332	species
T112333	Psychotria mollipes	T102344	species
T112334	Englerophytum stelechantha	T105537	species
T112335	Rhopalopilia marquesii	T112336	species
T112337	Odontolejeunea thomeensis	T112338	species
T112339	Graphiurus lorraineus	T111724	species
T112340	Boscia angustifolia	T112341	species
T112342	Turraea cabrae	T112343	species
T112344	Solanum acanthoideum	T102004	species
T112345	Fimbristylis quinquangularis	T101655	species
T112346	Pagurus pubescentulus	T109024	species
T112347	Digitaria nuda	T104421	species
T112348	Conus pulcher	T103564	species
T112349	Pavetta puberula	T103194	species
T112350	Diospyros canaliculata	T102598	species
T112351	Lobelia gilletii	T102872	species
T112352	Polystachya montiquetiana	T102839	species
T112353	Chamaelycus fasciatus	T112354	species
T112355	Euspira rouxi	T112356	species
T112357	Bulbophyllum purpureorhachis	T101764	species
T112358	Eresiomera bicolor	T112359	species
T112360	Alsophila manniana	T112361	species
T112362	Xylopia pynaertii	T102880	species
T112363	Dermomurex sepositus	T112364	species
T112365	Lablab niger	T112366	species
T112367	Barleria prionitis	T103840	species
T112368	Umbilicus botryoides	T112369	species
T112370	Lavigeria salutaris	T112371	species
T112372	Cleistanthus racemosus	T104956	species
T112373	Peperomia vaccinifolia	T101193	species
T112374	Euselenca feai	T112375	species
T112376	Conus papilionaceus	T103564	species
T112377	Sciaphila ledermannii	T108019	species
T112378	Eugenia brasiliensis	T102102	species
T112379	Pinnatella minuta	T112380	species
T112381	Lysiosquilla hoevenii	T112382	species
T112384	Commelina senegalensis	T102803	species
T112385	Amaurornis flavirostris	T112386	species
T112387	Cricetomys gambianus	T104177	species
T112388	Dipsadoboa weileri	T110749	species
T112389	Bolivina pseudoplicata	T102609	species
T112390	Gymnogongrus nigricans	T106368	species
T112391	Anadelphia polychaeta	T104654	species
T112392	Pristimera atractaspis	T104222	species
T112393	Chionanthus confertus	T105055	species
T112394	Piper pseudosylvaticum	T101056	species
T112395	Senna ligustrina	T103304	species
T112396	Acridocarpus plagiopterus	T112397	species
T112398	Elaphoglossum kuhnii	T102929	species
T112399	Bergia suffruticosa	T112400	species
T112402	Melpomene rigescens	T112086	species
T112403	Eugenia gilgii	T102102	species
T112404	Lychnodiscus grandifolius	T111468	species
T112405	Neritina rubricata	T104644	species
T112406	Oricia suaveolens	T104389	species
T112407	Lonchocarpus laxiflora	T101001	species
T112408	Grammitis cryptophlebia	T109552	species
T112409	Bignonia magnifica	T111819	species
T112410	Leptolejeunea quintasii	T104707	species
T112411	Dryopteris manniana	T104424	species
T112412	Arius heudeloti	T104585	species
T112413	Criniger ndussumensis	T112414	species
T112415	Plagiochila clavaeflora	T105753	species
T112416	Aspa marginata	T112417	species
T112418	Alchemilla tenuicaulis	T103286	species
T112419	Psychotria avakubiensis	T102344	species
T112420	Clerodendrum thonneri	T101747	species
T112421	Baphia eriocalyx	T103415	species
T112422	Racotis cedrici	T109975	species
T112423	Melodomuncula berlinensis	T112424	species
T112425	Epilacydes scita	T112426	species
T112427	Vulvulina haeringensis	T112428	species
T112429	Bolbitis phanerodictyon	T105482	species
T112430	Combretum constrictum	T102307	species
T112431	Megalopalpus zymna	T112432	species
T112433	Vespiodes goldingi	T112434	species
T112436	Vossia cuspidata	T112437	species
T112438	Solanum mammosum	T102004	species
T112439	Tessmannia anomala	T109214	species
T112440	Tarenaya hassleriana	T105593	species
T112441	Platymetopus vestitus	T112442	species
T112443	Syngonium angustatum	T108672	species
T112444	Kylinga metzii	T105180	species
T112445	Gelidium arbuscula	T111479	species
T112446	Ceratolejeunea floribunda	T111011	species
T112447	Astragalus coltonii	T112448	species
T112449	Bucorvus abyssinicus	T112450	species
T112452	Combretum demeusei	T102307	species
T112453	Hygophum microchir	T108585	species
T112454	Bulbophyllum bibundiense	T101764	species
T112455	Neoboutonia macrocalyx	T104128	species
T112456	Suregada ivorensis	T108241	species
T112457	Croton tiglium	T102100	species
T112458	Santalum album	T112459	species
T112460	Rhipidarctia postrosea	T108638	species
T112461	Glossonema boveanum	T112462	species
T112463	Stylaster blatteus	T112464	species
T112467	Dinogymnium vozzhennikovae	T102818	species
T112468	Combretum calocarpum	T102307	species
T112469	Omphalogonus calophyllus	T112470	species
T112471	Dalbergia monetaria	T103401	species
T112472	Phormidium putealis	T112473	species
T112474	Eprolithus orbiculatus	T110324	species
T112475	Paelopatides grisea	T112476	species
T112477	Acutomunna foliacea	T112478	species
T112480	Theobroma speciosum	T108729	species
T112481	Asplenium cornutum	T101301	species
T112482	Brissopsis caparti	T110459	species
T112483	Dictyococcites scrippsae	T104370	species
T112484	Luidia sagamina	T101712	species
T112485	Kupeornis gilberti	T112486	species
T112487	Metzgeria recurva	T112488	species
T112490	Syzygium owariense	T104296	species
T112491	Vaucheria hamata	T112492	species
T112496	Conservula minor	T112497	species
T112498	Glossocalyx brevipes	T112499	species
T112501	Mobula rancureli	T110707	species
T112502	Kylinga tenuifolia	T105180	species
T112503	Brachystelma letestui	T111016	species
T112504	Bauhinia vahlii	T102131	species
T112505	Tocoyena formosa	T112506	species
T112507	Cyanotis arachnoidea	T103084	species
T112508	Spermacoce compressa	T102805	species
T112509	Gaudryina pyramidata	T112510	species
T112511	Polyphlebium borbonicum	T112512	species
T112513	Syzygium cumini	T104296	species
T112514	Zanthoxylum leprieurii	T105733	species
T112515	Acanthosphinx guessfeldti	T112516	species
T112517	Ipomoea arborescens	T105354	species
T112518	Hapsidophrys smaragdinus	T104797	species
T112519	Crudia zenkeri	T106936	species
T112520	Zanthoxylum lemairei	T105733	species
T112521	Grewia lateriflora	T102921	species
T112522	Colura digitalis	T112523	species
T112524	Antherotoma phaeotricha	T108391	species
T112525	Zygrhablithus bijugatus	T112526	species
T112528	Mendoncia gilgiana	T109401	species
T112529	Alafia schumannii	T103627	species
T112530	Euphorbia polycnemoides	T101537	species
T112531	Crassula schimperi	T112532	species
T112533	Cataulacus mocquerysi	T112534	species
T112535	Ixora parviflora	T103449	species
T112536	Melinoessa croesaria	T112537	species
T112538	Crotalaria longifoliolata	T102587	species
T112539	Loeseneriella clematoides	T105188	species
T112540	Ledella galatheae	T102721	species
T112541	Vangueria edulis	T112542	species
T112543	Ouratea staudtii	T102567	species
T112544	Afraegle paniculata	T112545	species
T112546	Duvernoia baronii	T105978	species
T112547	Atimastillas flavicollis	T112548	species
T112549	Cola lepidota	T103182	species
T112550	Islandinium minutum	T112551	species
T112553	Spermacoce stachydea	T102805	species
T112554	Sinum bifasciatum	T112555	species
T112556	Begonia cilio-bracteata	T102393	species
T112557	Rourea afzelii	T101235	species
T112558	Glycosmis citrifolia	T112559	species
T112560	Summerhayesia laurentii	T112561	species
T112562	Rothmannia jollyana	T103139	species
T112563	Citrinophila erastus	T112564	species
T112565	Ludwigia perennis	T103293	species
T112566	Heisteria trillesiana	T112567	species
T112569	Ipomoea tuba	T105354	species
T112570	Trichomanes liberiense	T101710	species
T112571	Nauclea vanderguchtii	T104324	species
T112572	Euphorbia carinifolia	T101537	species
T112573	Globimetula cupulata	T102292	species
T112574	Justicia baronii	T103123	species
T112575	Anthonotha trunciflora	T103328	species
T112576	Psychotria cornuta	T102344	species
T112577	Pseudoclanis tomensis	T106913	species
T112578	Tipula bubiana	T112579	species
T112581	Jacaranda ovalifolia	T112582	species
T112583	Trametes meyenii	T108485	species
T112584	Vigna mungo	T102080	species
T112585	Dryadula phaetusa	T112586	species
T112587	Frullania angulata	T105150	species
T112588	Dicliptera verticillata	T105241	species
T112589	Dipsadoboa brevirostris	T110749	species
T112590	Cercestis congensis	T102995	species
T112591	Psychotria subpunctata	T102344	species
T112592	Varicorbula gibba	T112593	species
T112594	Acraea quirina	T103496	species
T112595	Strychnos splendens	T102396	species
T112596	Aloë buettneri	T112597	species
